Acidaminococcus_D21_uid55871	Acidaminococcus_D21_uid55871	Acidaminococcus	genus
Acidaminococcus_fermentans_DSM_20731_uid43471	Acidaminococcus fermentans	Acidaminococcus	genus
Acidaminococcus_intestini_RyC_MR95_uid74445	Acidaminococcus intestini	Acidaminococcus	genus
Actinomyces_ICM47_uid170984	Actinomyces_ICM47_uid170984	Actinomyces	genus
Adlercreutzia_equolifaciens_DSM_19450_uid223286	Adlercreutzia equolifaciens	Adlercreutzia	genus
Aeromicrobium_JC14_uid199535	Aeromicrobium_JC14_uid199535	Aeromicrobium	genus
Akkermansia_muciniphila_ATCC_BAA_835_uid58985	Akkermansia muciniphila	Akkermansia	genus
Alcanivorax_hongdengensis_A_11_3_uid176602	Alcanivorax hongdengensis	Alcanivorax	genus
Alistipes_AP11_uid199714	Alistipes_AP11_uid199714	Alistipes	genus
Alistipes_HGB5_uid67587	Alistipes_HGB5_uid67587	Alistipes	genus
Alistipes_JC50_uid199660	Alistipes_JC50_uid199660	Alistipes	genus
Alistipes_finegoldii_DSM_17242_uid168180	Alistipes finegoldii	Alistipes	genus
Alistipes_indistinctus_YIT_12060_uid75115	Alistipes indistinctus	Alistipes	genus
Alistipes_onderdonkii_DSM_19147_uid199292	Alistipes onderdonkii	Alistipes	genus
Alistipes_putredinis_DSM_17216_uid54803	Alistipes putredinis	Alistipes	genus
Alistipes_shahii_WAL_8301_uid197175	Alistipes shahii	Alistipes	genus
Anaerococcus_JC48_uid199540	Anaerococcus_JC48_uid199540	Anaerococcus	genus
Anaerotruncus_colihominis_DSM_17241_uid54807	Anaerotruncus colihominis	Anaerotruncus	genus
Bacteroidales_bacterium_ph8_uid199652	Bacteroidales_bacterium_ph8_uid199652	Bacteroidales	order
Bacteroides_1_1_14_uid49709	Bacteroides_1_1_14_uid49709	Bacteroides	genus
Bacteroides_1_1_30_uid68191	Bacteroides_1_1_30_uid68191	Bacteroides	genus
Bacteroides_1_1_6_uid55577	Bacteroides_1_1_6_uid55577	Bacteroides	genus
Bacteroides_20_3_uid50765	Bacteroides_20_3_uid50765	Bacteroides	genus
Bacteroides_2_1_16_uid41707	Bacteroides_2_1_16_uid41707	Bacteroides	genus
Bacteroides_2_1_22_uid41621	Bacteroides_2_1_22_uid41621	Bacteroides	genus
Bacteroides_2_1_33B_uid41591	Bacteroides_2_1_33B_uid41591	Bacteroides	genus
Bacteroides_2_1_56FAA_uid68193	Bacteroides_2_1_56FAA_uid68193	Bacteroides	genus
Bacteroides_2_1_7_uid55579	Bacteroides_2_1_7_uid55579	Bacteroides	genus
Bacteroides_2_2_4_uid55581	Bacteroides_2_2_4_uid55581	Bacteroides	genus
Bacteroides_3_1_19_uid49705	Bacteroides_3_1_19_uid49705	Bacteroides	genus
Bacteroides_3_1_23_uid49963	Bacteroides_3_1_23_uid49963	Bacteroides	genus
Bacteroides_3_1_33FAA_uid41705	Bacteroides_3_1_33FAA_uid41705	Bacteroides	genus
Bacteroides_3_1_40A_uid62053	Bacteroides_3_1_40A_uid62053	Bacteroides	genus
Bacteroides_3_2_5_uid55583	Bacteroides_3_2_5_uid55583	Bacteroides	genus
Bacteroides_4_1_36_uid61871	Bacteroides_4_1_36_uid61871	Bacteroides	genus
Bacteroides_4_3_47FAA_uid55585	Bacteroides_4_3_47FAA_uid55585	Bacteroides	genus
Bacteroides_9_1_42FAA_uid55587	Bacteroides_9_1_42FAA_uid55587	Bacteroides	genus
Bacteroides_D20_uid42369	Bacteroides_D20_uid42369	Bacteroides	genus
Bacteroides_D22_uid49721	Bacteroides_D22_uid49721	Bacteroides	genus
Bacteroides_D2_uid55591	Bacteroides_D2_uid55591	Bacteroides	genus
Bacteroides_barnesiae_DSM_18169_uid199296	Bacteroides barnesiae	Bacteroides	genus
Bacteroides_caccae_ATCC_43185_uid54521	Bacteroides caccae	Bacteroides	genus
Bacteroides_caccae_CL03T12C61_uid181623	Bacteroides caccae	Bacteroides	genus
Bacteroides_capillosus_ATCC_29799_uid54531	Bacteroides capillosus	Bacteroides	genus
Bacteroides_cellulosilyticus_CL02T12C19_uid181624	Bacteroides cellulosilyticus	Bacteroides	genus
Bacteroides_cellulosilyticus_DSM_14838_uid55279	Bacteroides cellulosilyticus	Bacteroides	genus
Bacteroides_clarus_YIT_12056_uid66155	Bacteroides clarus	Bacteroides	genus
Bacteroides_coprocola_DSM_17136_uid54879	Bacteroides coprocola	Bacteroides	genus
Bacteroides_coprophilus_DSM_18228_uid55301	Bacteroides coprophilus	Bacteroides	genus
Bacteroides_dorei_5_1_36_D4_uid55593	Bacteroides dorei	Bacteroides	genus
Bacteroides_dorei_CL02T00C15_uid181625	Bacteroides dorei	Bacteroides	genus
Bacteroides_dorei_CL03T12C01_uid181626	Bacteroides dorei	Bacteroides	genus
Bacteroides_dorei_DSM_17855_uid54993	Bacteroides dorei	Bacteroides	genus
Bacteroides_eggerthii_1_2_48FAA_uid61869	Bacteroides eggerthii	Bacteroides	genus
Bacteroides_eggerthii_DSM_20697_uid54989	Bacteroides eggerthii	Bacteroides	genus
Bacteroides_faecis_MAJ27_uid86875	Bacteroides faecis	Bacteroides	genus
Bacteroides_finegoldii_CL09T03C10_uid181638	Bacteroides finegoldii	Bacteroides	genus
Bacteroides_finegoldii_DSM_17565_uid54985	Bacteroides finegoldii	Bacteroides	genus
Bacteroides_fluxus_YIT_12057_uid66157	Bacteroides fluxus	Bacteroides	genus
Bacteroides_fragilis_3_1_12_uid55575	Bacteroides fragilis	Bacteroides	genus
Bacteroides_fragilis_638R_uid84217	Bacteroides fragilis	Bacteroides	genus
Bacteroides_fragilis_CL03T00C08_uid181628	Bacteroides fragilis	Bacteroides	genus
Bacteroides_fragilis_CL05T00C42_uid181632	Bacteroides fragilis	Bacteroides	genus
Bacteroides_fragilis_CL07T00C01_uid181630	Bacteroides fragilis	Bacteroides	genus
Bacteroides_fragilis_HMW_610_uid181634	Bacteroides fragilis	Bacteroides	genus
Bacteroides_fragilis_HMW_615_uid181635	Bacteroides fragilis	Bacteroides	genus
Bacteroides_fragilis_HMW_616_uid181809	Bacteroides fragilis	Bacteroides	genus
Bacteroides_fragilis_NCTC_9343_uid57639	Bacteroides fragilis	Bacteroides	genus
Bacteroides_fragilis_YCH46_uid58195	Bacteroides fragilis	Bacteroides	genus
Bacteroides_gallinarum_DSM_18171_uid199285	Bacteroides gallinarum	Bacteroides	genus
Bacteroides_intestinalis_DSM_17393_uid54881	Bacteroides intestinalis	Bacteroides	genus
Bacteroides_massiliensis_B84634___DSM_17679_uid199226	Bacteroides massiliensis	Bacteroides	genus
Bacteroides_nordii_CL02T12C05_uid170043	Bacteroides nordii	Bacteroides	genus
Bacteroides_oleiciplenus_YIT_12058_uid182882	Bacteroides oleiciplenus	Bacteroides	genus
Bacteroides_ovatus_3_8_47FAA_uid68195	Bacteroides ovatus	Bacteroides	genus
Bacteroides_ovatus_ATCC_8483_uid54543	Bacteroides ovatus	Bacteroides	genus
Bacteroides_ovatus_CL02T12C04_uid181636	Bacteroides ovatus	Bacteroides	genus
Bacteroides_ovatus_CL03T12C18_uid181637	Bacteroides ovatus	Bacteroides	genus
Bacteroides_ovatus_SD_CMC_3f_uid46973	Bacteroides ovatus	Bacteroides	genus
Bacteroides_pectinophilus_ATCC_43243_uid54987	Bacteroides pectinophilus	Bacteroides	genus
Bacteroides_plebeius_DSM_17135_uid54991	Bacteroides plebeius	Bacteroides	genus
Bacteroides_salanitronis_DSM_18170_uid63269	Bacteroides salanitronis	Bacteroides	genus
Bacteroides_salyersiae_CL02T12C01_uid170041	Bacteroides salyersiae	Bacteroides	genus
Bacteroides_stercoris_ATCC_43183_uid54825	Bacteroides stercoris	Bacteroides	genus
Bacteroides_thetaiotaomicron_VPI_5482_uid62913	Bacteroides thetaiotaomicron	Bacteroides	genus
Bacteroides_uniformis_ATCC_8492_uid54547	Bacteroides uniformis	Bacteroides	genus
Bacteroides_uniformis_CL03T00C23_uid181639	Bacteroides uniformis	Bacteroides	genus
Bacteroides_uniformis_CL03T12C37_uid181640	Bacteroides uniformis	Bacteroides	genus
Bacteroides_vulgatus_ATCC_8482_uid58253	Bacteroides vulgatus	Bacteroides	genus
Bacteroides_vulgatus_CL09T03C04_uid181641	Bacteroides vulgatus	Bacteroides	genus
Bacteroides_vulgatus_PC510_uid47771	Bacteroides vulgatus	Bacteroides	genus
Bacteroides_xylanisolvens_CL03T12C04_uid181622	Bacteroides xylanisolvens	Bacteroides	genus
Bacteroides_xylanisolvens_XB1A_uid197168	Bacteroides xylanisolvens	Bacteroides	genus
Barnesiella_intestinihominis_YIT_11860_uid175259	Barnesiella intestinihominis	Barnesiella	genus
Bifidobacterium_12_1_47BFAA_uid61873	Bifidobacterium_12_1_47BFAA_uid61873	Bifidobacterium	genus
Bifidobacterium_adolescentis_ATCC_15703_uid58559	Bifidobacterium adolescentis	Bifidobacterium	genus
Bifidobacterium_adolescentis_L2_32_uid54549	Bifidobacterium adolescentis	Bifidobacterium	genus
Bifidobacterium_bifidum_BGN4_uid167988	Bifidobacterium bifidum	Bifidobacterium	genus
Bifidobacterium_bifidum_IPLA_20015_uid180937	Bifidobacterium bifidum	Bifidobacterium	genus
Bifidobacterium_catenulatum_DSM_16992_uid55369	Bifidobacterium catenulatum	Bifidobacterium	genus
Bifidobacterium_longum_1_6B_uid180435	Bifidobacterium longum	Bifidobacterium	genus
Bifidobacterium_longum_2_2B_uid180437	Bifidobacterium longum	Bifidobacterium	genus
Bifidobacterium_longum_BBMN68_uid60163	Bifidobacterium longum	Bifidobacterium	genus
Bifidobacterium_longum_infantis_ATCC_55813_uid55465	Bifidobacterium longum	Bifidobacterium	genus
Bifidobacterium_pseudocatenulatum_DSM_20438_uid55303	Bifidobacterium pseudocatenulatum	Bifidobacterium	genus
Bilophila_4_1_30_uid72973	Bilophila_4_1_30_uid72973	Bilophila	genus
Bilophila_wadsworthia_3_1_6_uid61875	Bilophila wadsworthia	Bilophila	genus
Blautia_hansenii_DSM_20583_uid55275	Blautia hansenii	Blautia	genus
Blautia_hydrogenotrophica_DSM_10507_uid54939	Blautia hydrogenotrophica	Blautia	genus
Bryantella_formatexigens_DSM_14469_uid54943	Bryantella formatexigens	Bryantella	genus
Burkholderiales_bacterium_1_1_47_uid51545	Burkholderiales_bacterium_1_1_47_uid51545	Burkholderiales	order
Butyrivibrio_crossotus_DSM_2876_uid55091	Butyrivibrio crossotus	Butyrivibrio	genus
Catenibacterium_mitsuokai_DSM_15897_uid54829	Catenibacterium mitsuokai	Catenibacterium	genus
Clostridiales_bacterium_1_7_47FAA_uid55287	Clostridiales_bacterium_1_7_47FAA_uid55287	Clostridiales	order
Clostridiales_bacterium_OBRC5_5_uid175258	Clostridiales_bacterium_OBRC5_5_uid175258	Clostridiales	order
Clostridium_D5_uid63427	Clostridium_D5_uid63427	Clostridium	genus
Clostridium_HGF2_uid61051	Clostridium_HGF2_uid61051	Clostridium	genus
Clostridium_L2_50_uid54559	Clostridium_L2_50_uid54559	Clostridium	genus
Clostridium_M62_1_uid54557	Clostridium_M62_1_uid54557	Clostridium	genus
Clostridium_SS2_1_uid54553	Clostridium_SS2_1_uid54553	Clostridium	genus
Clostridium_SY8519_uid68705	Clostridium_SY8519_uid68705	Clostridium	genus
Clostridium_asparagiforme_DSM_15981_uid55115	Clostridium asparagiforme	Clostridium	genus
Clostridium_bartlettii_DSM_16795_uid54809	Clostridium bartlettii	Clostridium	genus
Clostridium_bolteae_ATCC_BAA_613_uid54523	Clostridium bolteae	Clostridium	genus
Clostridium_cf_saccharolyticum_K10_uid197201	Clostridium cf	Clostridium	genus
Clostridium_citroniae_WAL_17108_uid76581	Clostridium citroniae	Clostridium	genus
Clostridium_clostridioforme_2_1_49FAA_uid76955	Clostridium clostridioforme	Clostridium	genus
Clostridium_difficile_ATCC_43255_uid67589	Clostridium difficile	Clostridium	genus
Clostridium_difficile_NAP08_uid49121	Clostridium difficile	Clostridium	genus
Clostridium_difficile_QCD_63q42_uid54949	Clostridium difficile	Clostridium	genus
Clostridium_difficile_R20291_uid40921	Clostridium difficile	Clostridium	genus
Clostridium_hathewayi_DSM_13479_uid55373	Clostridium hathewayi	Clostridium	genus
Clostridium_leptum_DSM_753_uid54605	Clostridium leptum	Clostridium	genus
Clostridium_methylpentosum_DSM_5476_uid55281	Clostridium methylpentosum	Clostridium	genus
Clostridium_nexile_DSM_1787_uid55077	Clostridium nexile	Clostridium	genus
Clostridium_ramosum_DSM_1402_uid54811	Clostridium ramosum	Clostridium	genus
Clostridium_saccharolyticum_WM1_uid51419	Clostridium saccharolyticum	Clostridium	genus
Clostridium_spiroforme_DSM_1552_uid54607	Clostridium spiroforme	Clostridium	genus
Clostridium_symbiosum_WAL_14163_uid63097	Clostridium symbiosum	Clostridium	genus
Clostridium_symbiosum_WAL_14673_uid63157	Clostridium symbiosum	Clostridium	genus
Collinsella_aerofaciens_ATCC_25986_uid54525	Collinsella aerofaciens	Collinsella	genus
Coprobacillus_29_1_uid62161	Coprobacillus_29_1_uid62161	Coprobacillus	genus
Coprobacillus_8_2_54BFAA_uid82733	Coprobacillus_8_2_54BFAA_uid82733	Coprobacillus	genus
Coprococcus_ART55_1_uid197176	Coprococcus_ART55_1_uid197176	Coprococcus	genus
Coprococcus_catus_GD_7_uid197174	Coprococcus catus	Coprococcus	genus
Coprococcus_comes_ATCC_27758_uid54883	Coprococcus comes	Coprococcus	genus
Coprococcus_eutactus_ATCC_27759_uid54541	Coprococcus eutactus	Coprococcus	genus
Desulfovibrio_piger_ATCC_29098_uid54519	Desulfovibrio piger	Desulfovibrio	genus
Dialister_invisus_DSM_15470_uid55761	Dialister invisus	Dialister	genus
Dialister_succinatiphilus_YIT_11850_uid81763	Dialister succinatiphilus	Dialister	genus
Dorea_formicigenerans_4_6_53AFAA_uid73033	Dorea formicigenerans	Dorea	genus
Dorea_formicigenerans_ATCC_27755_uid54513	Dorea formicigenerans	Dorea	genus
Dorea_longicatena_DSM_13814_uid54515	Dorea longicatena	Dorea	genus
Eggerthella_1_3_56FAA_uid61877	Eggerthella_1_3_56FAA_uid61877	Eggerthella	genus
Enterococcus_faecium_1_230_933_uid55701	Enterococcus faecium	Enterococcus	genus
Enterococcus_faecium_Aus0085_uid214432	Enterococcus faecium	Enterococcus	genus
Erysipelotrichaceae_bacterium_2_2_44A_uid73037	Erysipelotrichaceae_bacterium_2_2_44A_uid73037	Erysipelotrichaceae	family
Erysipelotrichaceae_bacterium_3_1_53_uid59459	Erysipelotrichaceae_bacterium_3_1_53_uid59459	Erysipelotrichaceae	family
Erysipelotrichaceae_bacterium_5_2_54FAA_uid46995	Erysipelotrichaceae_bacterium_5_2_54FAA_uid46995	Erysipelotrichaceae	family
Erysipelotrichaceae_bacterium_6_1_45_uid181401	Erysipelotrichaceae_bacterium_6_1_45_uid181401	Erysipelotrichaceae	family
Escherichia_1_1_43_uid55599	Escherichia_1_1_43_uid55599	Escherichia	genus
Escherichia_3_2_53FAA_uid55601	Escherichia_3_2_53FAA_uid55601	Escherichia	genus
Escherichia_4_1_40B_uid55603	Escherichia_4_1_40B_uid55603	Escherichia	genus
Escherichia_coli_042_uid161985	Escherichia coli	Escherichia	genus
Escherichia_coli_07798_uid181911	Escherichia coli	Escherichia	genus
Escherichia_coli_0_1288_uid181931	Escherichia coli	Escherichia	genus
Escherichia_coli_2362_75_uid60613	Escherichia coli	Escherichia	genus
Escherichia_coli_AA86_uid179782	Escherichia coli	Escherichia	genus
Escherichia_coli_JJ1886_uid226103	Escherichia coli	Escherichia	genus
Escherichia_coli_KTE150_uid184560	Escherichia coli	Escherichia	genus
Eubacterium_3_1_31_uid81761	Eubacterium_3_1_31_uid81761	Eubacterium	genus
Eubacterium_biforme_DSM_3989_uid55117	Eubacterium biforme	Eubacterium	genus
Eubacterium_cylindroides_T2_87_uid197177	Eubacterium cylindroides	Eubacterium	genus
Eubacterium_dolichum_DSM_3991_uid54609	Eubacterium dolichum	Eubacterium	genus
Eubacterium_eligens_ATCC_27750_uid59171	Eubacterium eligens	Eubacterium	genus
Eubacterium_hadrum_DSM_3319_uid183778	Eubacterium hadrum	Eubacterium	genus
Eubacterium_hallii_DSM_3353_uid54535	Eubacterium hallii	Eubacterium	genus
Eubacterium_rectale_ATCC_33656_uid59169	Eubacterium rectale	Eubacterium	genus
Eubacterium_rectale_uid197161	Eubacterium rectale	Eubacterium	genus
Eubacterium_rectale_uid197162	Eubacterium rectale	Eubacterium	genus
Eubacterium_siraeum_DSM_15702_uid54603	Eubacterium siraeum	Eubacterium	genus
Eubacterium_siraeum_V10Sc8a_uid197178	Eubacterium siraeum	Eubacterium	genus
Eubacterium_siraeum_uid197160	Eubacterium siraeum	Eubacterium	genus
Eubacterium_ventriosum_ATCC_27560_uid54517	Eubacterium ventriosum	Eubacterium	genus
Faecalibacterium_cf__prausnitzii_KLE1255_uid60645	Faecalibacterium cf	Faecalibacterium	genus
Faecalibacterium_prausnitzii_A2_165_uid54551	Faecalibacterium prausnitzii	Faecalibacterium	genus
Faecalibacterium_prausnitzii_L2_6_uid197183	Faecalibacterium prausnitzii	Faecalibacterium	genus
Faecalibacterium_prausnitzii_M21_2_uid54555	Faecalibacterium prausnitzii	Faecalibacterium	genus
Faecalibacterium_prausnitzii_uid197157	Faecalibacterium prausnitzii	Faecalibacterium	genus
Flavonifractor_plautii_ATCC_29863_uid80691	Flavonifractor plautii	Flavonifractor	genus
Fusobacterium_gonidiaformans_ATCC_25563_uid55569	Fusobacterium gonidiaformans	Fusobacterium	genus
Fusobacterium_mortiferum_ATCC_9817_uid55571	Fusobacterium mortiferum	Fusobacterium	genus
Gordonibacter_pamelaeae_7_10_1_b_uid197167	Gordonibacter pamelaeae	Gordonibacter	genus
Haemophilus_parainfluenzae_ATCC_33392_uid63561	Haemophilus parainfluenzae	Haemophilus	genus
Haemophilus_parainfluenzae_HK2019_uid180434	Haemophilus parainfluenzae	Haemophilus	genus
Haemophilus_parainfluenzae_T3T1_uid72801	Haemophilus parainfluenzae	Haemophilus	genus
Holdemania_filiformis_DSM_12042_uid55297	Holdemania filiformis	Holdemania	genus
Johnsonella_ignava_ATCC_51276_uid77897	Johnsonella ignava	Johnsonella	genus
Klebsiella_4_1_44FAA_uid80417	Klebsiella_4_1_44FAA_uid80417	Klebsiella	genus
Lachnospiraceae_bacterium_1_1_57FAA_uid68209	Lachnospiraceae_bacterium_1_1_57FAA_uid68209	Lachnospiraceae	family
Lachnospiraceae_bacterium_1_4_56FAA_uid68205	Lachnospiraceae_bacterium_1_4_56FAA_uid68205	Lachnospiraceae	family
Lachnospiraceae_bacterium_2_1_58FAA_uid68203	Lachnospiraceae_bacterium_2_1_58FAA_uid68203	Lachnospiraceae	family
Lachnospiraceae_bacterium_3_1_46FAA_uid66427	Lachnospiraceae_bacterium_3_1_46FAA_uid66427	Lachnospiraceae	family
Lachnospiraceae_bacterium_3_1_57FAA_CT1_uid68201	Lachnospiraceae_bacterium_3_1_57FAA_CT1_uid68201	Lachnospiraceae	family
Lachnospiraceae_bacterium_4_1_37FAA_uid63581	Lachnospiraceae_bacterium_4_1_37FAA_uid63581	Lachnospiraceae	family
Lachnospiraceae_bacterium_5_1_63FAA_uid61883	Lachnospiraceae_bacterium_5_1_63FAA_uid61883	Lachnospiraceae	family
Lachnospiraceae_bacterium_7_1_58FAA_uid81607	Lachnospiraceae_bacterium_7_1_58FAA_uid81607	Lachnospiraceae	family
Lachnospiraceae_bacterium_9_1_43BFAA_uid66425	Lachnospiraceae_bacterium_9_1_43BFAA_uid66425	Lachnospiraceae	family
Lactobacillus_acidophilus_30SC_uid63605	Lactobacillus acidophilus	Lactobacillus	genus
Lactobacillus_amylovorus_GRL1118_uid160233	Lactobacillus amylovorus	Lactobacillus	genus
Lactobacillus_johnsonii_DPC_6026_uid162057	Lactobacillus johnsonii	Lactobacillus	genus
Lactobacillus_reuteri_DSM_20016_uid58471	Lactobacillus reuteri	Lactobacillus	genus
Lactobacillus_rossiae_DSM_15814_uid199472	Lactobacillus rossiae	Lactobacillus	genus
Lactobacillus_ruminis_ATCC_25644_uid179878	Lactobacillus ruminis	Lactobacillus	genus
Lactobacillus_ruminis_SPM0211_uid67955	Lactobacillus ruminis	Lactobacillus	genus
Lactococcus_raffinolactis_4877_uid178066	Lactococcus raffinolactis	Lactococcus	genus
Megamonas_funiformis_YIT_11815_uid82999	Megamonas funiformis	Megamonas	genus
Megamonas_hypermegale_uid197163	Megamonas hypermegale	Megamonas	genus
Megasphaera_elsdenii_DSM_20460_uid71135	Megasphaera elsdenii	Megasphaera	genus
Methanobrevibacter_smithii_ATCC_35061_uid58827	Methanobrevibacter smithii	Methanobrevibacter	genus
Methanobrevibacter_smithii_DSM_2374_uid55123	Methanobrevibacter smithii	Methanobrevibacter	genus
Methanobrevibacter_smithii_DSM_2375_uid54983	Methanobrevibacter smithii	Methanobrevibacter	genus
Methanomassiliicoccus_Mx1_Issoire_uid207287	Methanomassiliicoccus_Mx1_Issoire_uid207287	Methanomassiliicoccus	genus
Mitsuokella_multacida_DSM_20544_uid55073	Mitsuokella multacida	Mitsuokella	genus
Odoribacter_splanchnicus_DSM_20712_uid63397	Odoribacter splanchnicus	Odoribacter	genus
Oscillibacter_ruminantium_GH1_uid199475	Oscillibacter ruminantium	Oscillibacter	genus
Parabacteroides_D13_uid55997	Parabacteroides_D13_uid55997	Parabacteroides	genus
Parabacteroides_distasonis_ATCC_8503_uid58301	Parabacteroides distasonis	Parabacteroides	genus
Parabacteroides_distasonis_CL03T12C09_uid181647	Parabacteroides distasonis	Parabacteroides	genus
Parabacteroides_goldsteinii_CL02T12C30_uid178274	Parabacteroides goldsteinii	Parabacteroides	genus
Parabacteroides_johnsonii_CL02T12C29_uid181649	Parabacteroides johnsonii	Parabacteroides	genus
Parabacteroides_johnsonii_DSM_18315_uid55269	Parabacteroides johnsonii	Parabacteroides	genus
Parabacteroides_merdae_ATCC_43184_uid54545	Parabacteroides merdae	Parabacteroides	genus
Parabacteroides_merdae_CL03T12C32_uid181650	Parabacteroides merdae	Parabacteroides	genus
Parabacteroides_merdae_CL09T00C40_uid181721	Parabacteroides merdae	Parabacteroides	genus
Paraprevotella_clara_YIT_11840_uid76949	Paraprevotella clara	Paraprevotella	genus
Paraprevotella_xylaniphila_YIT_11841_uid66381	Paraprevotella xylaniphila	Paraprevotella	genus
Parasutterella_excrementihominis_YIT_11859_uid66383	Parasutterella excrementihominis	Parasutterella	genus
Phascolarctobacterium_YIT_12067_uid62745	Phascolarctobacterium_YIT_12067_uid62745	Phascolarctobacterium	genus
Porphyromonas_somerae_DSM_23386_uid199036	Porphyromonas somerae	Porphyromonas	genus
Prevotella_bivia_DSM_20514_uid182041	Prevotella bivia	Prevotella	genus
Prevotella_copri_DSM_18205_uid55277	Prevotella copri	Prevotella	genus
Prevotella_disiens_FB035_09AN_uid51531	Prevotella disiens	Prevotella	genus
Prevotella_stercorea_DSM_18206_uid78321	Prevotella stercorea	Prevotella	genus
Roseburia_hominis_A2_183_uid73419	Roseburia hominis	Roseburia	genus
Roseburia_intestinalis_L1_82_uid55267	Roseburia intestinalis	Roseburia	genus
Roseburia_intestinalis_XB6B4_uid197179	Roseburia intestinalis	Roseburia	genus
Roseburia_intestinalis_uid197164	Roseburia intestinalis	Roseburia	genus
Roseburia_inulinivorans_DSM_16841_uid55375	Roseburia inulinivorans	Roseburia	genus
Ruminococcaceae_bacterium_D16_uid52825	Ruminococcaceae_bacterium_D16_uid52825	Ruminococcaceae	family
Ruminococcus_5_1_39BFAA_uid55629	Ruminococcus_5_1_39BFAA_uid55629	Ruminococcus	genus
Ruminococcus_JC304_uid199662	Ruminococcus_JC304_uid199662	Ruminococcus	genus
Ruminococcus_bromii_uid197158	Ruminococcus bromii	Ruminococcus	genus
Ruminococcus_champanellensis_18P13_uid197169	Ruminococcus champanellensis	Ruminococcus	genus
Ruminococcus_gnavus_ATCC_29149_uid54537	Ruminococcus gnavus	Ruminococcus	genus
Ruminococcus_lactaris_ATCC_29176_uid54903	Ruminococcus lactaris	Ruminococcus	genus
Ruminococcus_obeum_ATCC_29174_uid54509	Ruminococcus obeum	Ruminococcus	genus
Ruminococcus_obeum_uid197165	Ruminococcus obeum	Ruminococcus	genus
Ruminococcus_torques_ATCC_27756_uid54511	Ruminococcus torques	Ruminococcus	genus
Ruminococcus_torques_uid197166	Ruminococcus torques	Ruminococcus	genus
Ruminococcus_uid197156	Ruminococcus_uid197156	Ruminococcus	genus
Streptococcus_parasanguinis_ATCC_15912_uid49313	Streptococcus parasanguinis	Streptococcus	genus
Streptococcus_parasanguinis_ATCC_903_uid62541	Streptococcus parasanguinis	Streptococcus	genus
Streptococcus_parasanguinis_F0405_uid60563	Streptococcus parasanguinis	Streptococcus	genus
Streptococcus_parasanguinis_F0449_uid180419	Streptococcus parasanguinis	Streptococcus	genus
Streptococcus_salivarius_CCHSS3_uid70481	Streptococcus salivarius	Streptococcus	genus
Streptococcus_salivarius_JIM8777_uid162145	Streptococcus salivarius	Streptococcus	genus
Streptococcus_salivarius_K12_uid180858	Streptococcus salivarius	Streptococcus	genus
Streptococcus_salivarius_M18_uid179893	Streptococcus salivarius	Streptococcus	genus
Streptococcus_salivarius_SK126_uid55863	Streptococcus salivarius	Streptococcus	genus
Streptococcus_thermophilus_CNCM_I_1630_uid179896	Streptococcus thermophilus	Streptococcus	genus
Streptococcus_thermophilus_CNRZ1066_uid58221	Streptococcus thermophilus	Streptococcus	genus
Streptococcus_vestibularis_ATCC_49124_uid62665	Streptococcus vestibularis	Streptococcus	genus
Streptococcus_vestibularis_F0396_uid60559	Streptococcus vestibularis	Streptococcus	genus
Subdoligranulum_4_3_54A2FAA_uid80415	Subdoligranulum_4_3_54A2FAA_uid80415	Subdoligranulum	genus
Subdoligranulum_variabile_DSM_15176_uid54539	Subdoligranulum variabile	Subdoligranulum	genus
Sutterella_wadsworthensis_2_1_59BFAA_uid181408	Sutterella wadsworthensis	Sutterella	genus
Sutterella_wadsworthensis_3_1_45B_uid62165	Sutterella wadsworthensis	Sutterella	genus
Synergistes_3_1_syn1_uid80429	Synergistes_3_1_syn1_uid80429	Synergistes	genus
Tannerella_6_1_58FAA_CT1_uid80413	Tannerella_6_1_58FAA_CT1_uid80413	Tannerella	genus
Veillonella_3_1_44_uid47845	Veillonella_3_1_44_uid47845	Veillonella	genus
Veillonella_6_1_27_uid47835	Veillonella_6_1_27_uid47835	Veillonella	genus
Veillonella_ACP1_uid172974	Veillonella_ACP1_uid172974	Veillonella	genus
Veillonella_atypica_ACS_049_V_Sch6_uid51525	Veillonella atypica	Veillonella	genus
Veillonella_dispar_ATCC_17748_uid55331	Veillonella dispar	Veillonella	genus
Veillonella_oral_taxon_158_F0412_uid61047	Veillonella_oral_taxon_158_F0412_uid61047	Veillonella	genus
Weissella_confusa_LBAE_C39_2_uid168254	Weissella confusa	Weissella	genus
archaeon_Mx1201_uid196597	archaeon_Mx1201_uid196597	Methanomethylophilus	genus
butyrate_producing_bacterium_SM4_1_uid197180	butyrate_producing_bacterium_SM4_1_uid197180	Clostridiales	order
butyrate_producing_bacterium_SS3_4_uid197159	butyrate_producing_bacterium_SS3_4_uid197159	Clostridiales	order
butyrate_producing_bacterium_SSC_2_uid197181	butyrate_producing_bacterium_SSC_2_uid197181	Anaerostipes	genus
